after,befer,score
慢性乙型病毒性肝炎 ,慢性乙型病毒性肝炎、乙肝,81.81818181818183
帕金森病,帕金森病性痴呆,57.14285714285714
高血压病、前列腺增生,高血压病、排尿困难,50.0
上呼吸道感染,肺气肿,0.0
癫痫,医生推荐,0.0
手癣,脂溢性皮炎,0.0
甲状腺机能亢进症;扁桃体炎,甲状腺机能减退症;扁桃体炎,83.33333333333334
早泄   勃起功能障碍,早泄,100.0
肝移植,肝移植状态,60.0
焦虑障碍,广泛性焦虑障碍,57.14285714285714
肝移植,肝移植状态,60.0
晕车船病、痛风、慢性浅表性胃炎,胆囊结石、晕车船病、痛风、慢性浅表性胃炎、关节炎,65.0
晕车船病、关节炎、慢性浅表性胃炎,晕车船病、痛风、慢性浅表性胃炎,92.3076923076923
高血压,稳定型心绞痛,0.0
足癣,脚癣,50.0
癫痫,小儿癫痫,50.0
非瓣膜性房颤、高脂血症,人非瓣膜性房颤、高脂血症,90.9090909090909
性功能障碍,勃起功能障碍,66.66666666666666
癫痫,继发性癫痫,40.0
癫痫,三叉神经痛,0.0
类风湿关节炎,类风湿性关节炎、类风湿关节炎,46.15384615384615
慢性肝炎,保肝护肝,25.0
冠心病,胸痛,0.0
性功能障碍,早泄,0.0
 前列腺炎、前列腺增生症,慢性前列腺炎、排尿困难,50.0
尿道炎,衣原体感染,0.0
癫痫,癫痫,100.0
消化不良,便秘,0.0
心悸,盗汗,0.0
胃肠炎,功能性胃肠病,33.33333333333333
十二指肠溃疡,反流性食管炎,0.0
免疫功能低下,增强免疫力,40.0
高血压,心绞痛,0.0
高血压,心绞痛,0.0
心绞痛,胸痛,50.0
烧伤,痘痘,0.0
扭伤,腰疼,0.0
性功能障碍,男性勃起功能障碍,62.5
外伤,黄褐斑,0.0
骨质增生,骨刺,50.0
高脂血症,心梗,0.0
白细胞减少症,心绞痛,0.0
乙肝,慢性肝炎、乙肝,33.33333333333333
过敏性鼻炎,过敏,100.0
骨关节炎,骨刺,50.0
溃疡性结肠炎,慢性结肠炎,80.0
骨质增生,骨关节炎,25.0
脑血管病,高血压病,50.0
十二指肠溃疡,反流性食管炎,0.0
急性上呼吸道感染,儿童反复呼吸道感染,55.55555555555556
冠心病,胸痛,0.0
呼吸道感染,儿童反复呼吸道感染,55.55555555555556
乳癖,乳腺炎,33.33333333333333
冠心病,心悸,50.0
上呼吸道感染,上呼吸道感染、风热感冒,60.0
急性支气管炎,慢性咽炎,50.0
心绞痛，高血压病,心绞痛,100.0
胃炎,腹泻,0.0
高血压病,心绞痛,0.0
湿疹、季节性过敏性鼻炎,湿疹、过敏性鼻炎、季节性过敏性鼻炎,66.66666666666666
抑郁症,睡眠障碍,0.0
烫伤,水火烫伤病,40.0
胃炎,胃肠功能紊乱,16.666666666666664
高脂血症,减肥,0.0
慢性阻塞性肺气肿,阻塞性肺气肿,100.0
月经不规则,月经不调,75.0
失眠,睡眠障碍,25.0
月经不规则,月经不调,75.0
高血压,心绞痛,0.0
急性上呼吸道感染;痛风,感冒病;痛风,60.0
月经不规则,月经不调,75.0
胃癌,慢性阻塞性肺病,0.0
慢性支气管炎,慢性阻塞性肺病,28.57142857142857
高血压,心绞痛,0.0
月经不规则,月经不调,75.0
肿瘤,慢性阻塞性肺病,0.0
高血压,心绞痛,0.0
恶性肿瘤,慢性阻塞性肺病、恶性肿瘤,36.36363636363637
关节炎,关节肿痛,50.0
上呼吸道感染;沙眼,感冒;沙眼,75.0
支气管炎,气管炎,100.0
气管炎,支气管炎,75.0
乳腺增生,乳腺炎,66.66666666666666
风痰阻窍,医生推荐,0.0
腹泻,一般腹泻,50.0
抑郁症,焦虑性抑郁症,50.0
鸡眼,贫血,0.0
眼底病变、更年期 肝炎,眼底病变、更年期,100.0
慢性肾炎,慢性肾功能、肾功能衰竭,30.0
高血压,心绞痛,0.0
泌尿道感染,扁桃体炎;泌尿道感染,55.55555555555556
高血压病、,高血压病、心绞痛,57.14285714285714
烫伤,褥疮,0.0
高血压病,心绞痛,0.0
急性扁桃体炎,急性扁桃体炎;膀胱炎,66.66666666666666
免疫功能低下,带状疱疹,0.0
肺肾两虚,不孕不育,0.0
胃炎,胃病,50.0
性功能障碍,勃起功能障碍,66.66666666666666
颈椎病,椎间盘疾患,20.0
急性支气管炎,感冒引起的咳嗽,0.0
尿路感染,前列腺炎性疾病,0.0
高尿酸血症,尿酸高,66.66666666666666
冠心病,胸痛,0.0
脾胃伏火,胃病,50.0
癫痫,小儿癫痫,50.0
湿疹,皮炎,0.0
前列腺增生,排尿困难,0.0
高血压病,稳定型心绞痛,0.0
咽喉炎,左下腮略疼,0.0
性功能障碍,勃起功能障碍,66.66666666666666
干眼症、眼睑炎,眼干眼涩、眼睑炎,71.42857142857143
颈椎病,头痛,0.0
糖尿病,高血糖,33.33333333333333
肾气亏虚证,急性尿道炎,0.0
冠心病,气滞血瘀,0.0
脑梗塞,脑血管病,25.0
肾功能异常、冠心病,肾功能异常、动脉粥样硬化,45.45454545454545
糖尿病周围神经病、免疫力低下,周围神经病、免疫力低下,100.0
尿道结石,泌尿系结石,60.0
脑梗塞,脑萎缩,33.33333333333333
干眼症,眼干眼涩,50.0
皮肤感染,外伤伴感染,40.0
前列腺炎,慢性前列腺炎、前列腺炎,40.0
类风湿性关节炎、脑梗塞,类风湿性关节炎、脑血栓、疼痛,66.66666666666666
慢性支气管炎,慢性阻塞性肺病,28.57142857142857
肺癌,肺转移性肿瘤,16.666666666666664
乙型肝炎,肝硬化,33.33333333333333
尖锐湿疣,带状疱疹,0.0
早泄  精神不振,早泄,100.0
尿道炎,急性尿道炎,60.0
脓包疮,毛囊炎,0.0
精神分裂症,睡眠障碍,0.0
失眠健忘,入睡障碍性失眠,28.57142857142857
癫痫,小儿癫痫,50.0
肺肾两虚,咳嗽,0.0
高血压,窦性心律不齐,0.0
阳痿,肾阳虚证,25.0
乙肝,免疫缺陷病,0.0
高血压病、,高血压病、高血压,57.14285714285714
前列腺炎,前列腺炎性疾病,57.14285714285714
头皮糠疹,脂溢性皮炎,20.0
咽炎,带状疱疹,0.0
痛风,常年尿酸高，痛风经常发作,18.181818181818183
慢性支气管炎,支气管炎、慢性支气管炎,60.0
腰间盘突出症,腰间盘突出压迫神经导致腿疼,38.46153846153847
风寒湿邪证,腰间盘突出症,0.0
糖尿病、勃起功能障碍,高血糖、勃起功能障碍,77.77777777777779
慢性胃炎,胃酸,50.0
功能性子宫出血,黄褐斑,0.0
糖尿病,高血糖,33.33333333333333
慢性乙型肝炎,慢性肝炎,100.0
癫痫,小儿癫痫,50.0
肺癌,肺转移性肿瘤,16.666666666666664
心绞痛，头晕,心绞痛,100.0
癫痫,癫痫、小儿癫痫,33.33333333333333
类风湿性关节炎,类风湿性关节炎、骨关节炎,63.63636363636363
痛风,痛风;关节炎,40.0
骨关节炎,类风湿性关节炎,42.857142857142854
结肠癌,结肠肿瘤,50.0
勃起功能障碍,性功能障碍,80.0
乙肝,肝功能异常,20.0
特应性皮炎,银屑病,0.0
便秘,感冒,0.0
银屑病,寻常性银屑病、银屑病,33.33333333333333
乙肝,慢性肝炎、肝硬化,14.285714285714285
性功能障碍,肺动脉高压,0.0
牙龈炎,内热,0.0
高脂血症,高胆固醇血症,50.0
慢性乙肝,黄褐斑的辅助治疗,0.0
气血不足,慢性支气管炎,16.666666666666664
性功能障碍,男性勃起功能障碍,62.5
痛风、尿路结石,痛风、高尿酸血症,42.857142857142854
脑血栓,气滞血瘀,25.0
湿疹,湿疹。咳嗽,50.0
高尿酸血症,高尿酸血症、痛风性滑囊炎,45.45454545454545
胆囊炎,胆管炎,66.66666666666666
银屑病,白癜风,0.0
腹泻,腹泻，肠胃不适，之前用过，效果好,15.384615384615385
脑血管病变,血管性痴呆,40.0
扭伤,肢体疼痛,0.0
支气管炎,干咳,0.0
咽炎,咽哑,50.0
胃溃疡、荨麻疹,反流性食管炎、荨麻疹,33.33333333333333
踝关节扭伤,骨折,0.0
咽喉炎,咽哑,50.0
乙型肝炎,肝炎,100.0
支气管哮喘、过敏性鼻炎,支气管哮喘、荨麻疹,62.5
冠心病,心力衰竭,25.0
咽喉炎   支气管哮喘,哮喘、急性气管炎,42.857142857142854
勃起功能障碍,男性勃起功能障碍,75.0
慢性肾炎,蛋白尿,0.0
冠心病,冠状动脉粥样硬化性心脏病,25.0
变异型心绞痛，高血压病,变异型心绞痛,100.0
支气管炎,带状疱疹,0.0
内痔,内痔伴疼痛,40.0
癫痫,小儿癫痫,50.0
性功能障碍,勃起功能障碍,66.66666666666666
短暂性脑缺血发作、高胆固醇血症,缺血性脑血管病、短暂性脑缺血发作、高胆固醇血症,66.66666666666666
荨麻疹,荨麻疹？,100.0
尿路结石,泌尿系结石,60.0
慢性肾炎,肾功能衰竭,20.0
关节炎,手脚麻木疼痛,0.0
单纯疱疹病毒感染,单纯疱疹,100.0
气血两虚,测试数据测试数据,0.0
感冒,小儿发烧,0.0
口腔溃疡、高血压病,口腔粘膜溃疡、高血压病,80.0
支气管哮喘,哮喘,100.0
鼻炎,过敏性鼻炎,40.0
肾虚 ,糖尿病,0.0
抑郁症,社交恐惧症,20.0
无精症,早泄,0.0
牙龈炎,上火,0.0
肝炎,转氨酶偏高,0.0
气滞血瘀,窦性心律不齐,0.0
肺恶性肿瘤,恶性肿瘤,100.0
关节痛,脚关节痛,75.0
肾虚,白发,0.0
甲状腺肿大,甲状腺结节,60.0
咽喉炎,皮肤脓肿,0.0
狼疮性肾炎,银屑病,0.0
失眠,消化不良,0.0
性功能障碍,勃起功能障碍,66.66666666666666
感冒,小儿感冒,50.0
支气管哮喘,支气管炎,75.0
湿疹,湿疹、慢性自发性荨麻疹,20.0
肾病综合征,银屑病,33.33333333333333
荨麻疹,皮炎,0.0
性功能障碍,早泄,0.0
帕金森病、脑血管病、胃溃疡,帕金森病性痴呆、脑血管病、胃溃疡,78.57142857142857
糖尿病,高血糖,33.33333333333333
神经衰弱,子宫发育不全,0.0
帕金森病、脑外伤、胃溃疡,帕金森病、脑血管病、胃溃疡,72.72727272727273
脑梗死,慢性缺血性脑血管病,11.11111111111111
脑梗塞、冠心病,脑梗塞、缺血性脑血管病、短暂性脑缺血发作,22.22222222222222
稳定型心绞痛，高血压病,稳定型心绞痛,100.0
高脂血症、冠心病,脑梗塞、冠心病,50.0
腰肌劳损,椎间盘疾患,0.0
月经不规则,月经不调,75.0
寒湿闭阻,腿部无力有点疼,0.0
类风湿性关节炎,慢性肾功能不全、骨质疏松,9.090909090909092
高血压,心绞痛,0.0
慢性肝炎,酒精肝,33.33333333333333
扁桃体炎,咳嗽,0.0
脑梗塞,脑血管病,25.0
高眼压症,开角型青光眼及高眼压症、高眼压症,26.666666666666668
慢性肝炎,酒精肝,33.33333333333333
气血不足,安神补脑液,0.0
盆腔炎,痛经,0.0
贫血,叶酸缺乏,0.0
糖尿病,高血糖,33.33333333333333
滑膜炎,急慢性滑膜炎,50.0
周围神经病变,2型糖尿病足病,14.285714285714285
泌尿道感染,小儿泌尿道感染,71.42857142857143
肥胖症,减肥,50.0
2型糖尿病,糖尿病,100.0
2型糖尿病、高血压病,1型糖尿病性酮症酸中毒、2型糖尿病、高血压病,45.0
 肝炎,肝功能异常、肝炎,28.57142857142857
神经性皮炎,银屑病,0.0
蛔虫证,肾病综合征,0.0
肥胖症,肥胖,100.0
性功能障碍,早泄,0.0
混合痔,混合痔、痔疮,60.0
过敏性鼻炎,鼻炎,100.0
肝脏移植,白塞氏,0.0
踝关节扭伤,小关节挫伤,60.0
心绞痛，高血压病,心绞痛,100.0
胃溃疡,高血压病,0.0
阳痿,早泄,0.0
痤疮,寻常痤疮,50.0
勃起功能障碍,ED,0.0
中风,头晕和眩晕,0.0
乙型肝炎,肝炎,100.0
胃炎 ,口臭,0.0
慢性萎缩性胃炎,胃溃疡,33.33333333333333
慢性支气管炎,咳嗽病,0.0
胃炎,高血压病,0.0
支气管炎,咳嗽病,0.0
萎缩性阴道炎,老年性阴道炎,66.66666666666666
头皮糠疹,脂溢性皮炎,20.0
脾胃气虚,少食,0.0
过敏性鼻炎,小儿过敏性鼻炎,71.42857142857143
过敏性鼻炎,常年性及季节性过敏性鼻炎,41.66666666666667
心肺火盛 ,有时胸闷，吃着效果不错,0.0
性功能障碍,勃起功能障碍,66.66666666666666
头皮糠疹,脂溢性皮炎,20.0
外阴炎 银屑病,宫颈糜烂、银屑病,42.857142857142854
慢性肝炎,酒精肝,33.33333333333333
肥胖症,减肥,50.0
风火牙痛,牙痛,100.0
肺肾两虚,肾炎,50.0
糖尿病,高血糖,33.33333333333333
皮肤创面,无,0.0
肝炎 ,转氨酶高,0.0
急性上呼吸道感染,咳嗽,0.0
阴道炎,其它,0.0
2型糖尿病,糖尿病2型,60.0
胸痹,胸痛,50.0
前列腺炎,腺性膀胱炎,40.0
哮喘,哮喘、小儿哮喘,33.33333333333333
外阴瘙痒,念珠菌性阴道炎,14.285714285714285
皮炎,皮炎、银屑病,40.0
女性不育症,女性不孕,75.0
性功能障碍 ,肺动脉高压,0.0
心脾两虚,疲劳综合征,0.0
高脂血症、冠心病,高脂血症、脑血管病,62.5
性功能障碍,勃起功能障碍,66.66666666666666
冠心病,胸痛,0.0
肾虚,早泄,0.0
肠道菌群失调,消化不良,0.0
钙缺乏,缺钙,50.0
骨质疏松,钙缺乏,0.0
糖尿病 ,高血糖,33.33333333333333
眼麻痹、干燥综合征,散瞳和调节麻痹、干燥综合征,58.333333333333336
男子不育症,男性不育,75.0
性功能障碍,勃起功能障碍,66.66666666666666
过敏性鼻炎,季节性或常年性过敏性鼻炎,41.66666666666667
干眼症,红血丝,0.0
湿热下注,排湿毒，脚气,20.0
高脂血症,头晕，犯困,0.0
湿热下注,排湿毒,33.33333333333333
头皮糠疹,脂溢性皮炎,20.0
糖尿病,高血糖,33.33333333333333
高血压病  脑血栓,高血压病、脑血管病,75.0
2型糖尿病,1型糖尿病性酮症酸中毒、2型糖尿病,31.25
胸痹,胸痛,50.0
高血压病,充血性心力衰竭,14.285714285714285
皮肤创面,激光术后,0.0
混合痔,混合痔、咽喉炎,50.0
烧伤创面,皮肤创面,50.0
癫痫,继发性癫痫,40.0
脑梗塞,脑血栓形成,20.0
高脂血症、高血压病,高脂血症、继发性高血压,70.0
腰椎退变,腰椎退变，胸12椎体压缩性骨折,28.57142857142857
眼睑炎,眼睑炎症、眼睑炎,42.857142857142854
脚癣,k,0.0
缺铁性贫血、类风湿性关节炎、口腔炎、肾功能衰竭、咳嗽,小儿缺铁性贫血、类风湿性关节炎、口腔炎、肾功能衰竭、咳嗽,91.66666666666666
流行性感冒,单纯性疱疹,20.0
白内障；冠心病；高脂血症,肩周炎、胸痛、耳鸣、翼状胬肉,0.0
高血压,变异型心绞痛,0.0
高血压病,心绞痛,0.0
尿崩症,遗尿,50.0
流行性感冒、冠心病,流行性感冒、脑血管病,66.66666666666666
骨质增生,骨刺,50.0
咽喉炎、胃溃疡,发热、胃溃疡,60.0
咽喉炎,感冒,0.0
偏头痛  胃炎,眩晕综合征、胰腺癌,0.0
咽喉炎,肺炎,50.0
乙肝,护肝,50.0
流感,感冒,50.0
脑梗塞后遗症,脑血管病,25.0
消化不良,食积停滞证,0.0
咽喉炎,睡眠障碍,0.0
痔疮,出血性痔,25.0
脑梗塞后遗症,脑血管病,25.0
癫痫,子痫,50.0
前列腺增生,排尿困难、前列腺增生,55.55555555555556
湿疹,擦伤,0.0
 消化性溃疡,小儿消化性溃疡,71.42857142857143
胃肠炎, 消化性溃疡,0.0
乙肝,肝硬化,33.33333333333333
宫颈糜烂,宫颈炎性疾病,33.33333333333333
风湿性关节炎,腰腿痛,0.0
干眼症,眼干眼涩,50.0
慢性肝炎,肝结节性增生,16.666666666666664
上呼吸道感染,感冒,50.0
单纯疱疹病毒性角膜炎、结膜炎,角膜炎、单纯疱疹病毒性角膜炎,92.3076923076923
结膜炎,护理。,0.0
暑热证,抹脸，祛痘，抖音鹤叔推荐,0.0
烫伤,擦伤,50.0
肾虚证,肾虚脱发,50.0
消化不良、手癣、女性紧急避孕、脂溢性皮炎,消化不良、手癣、女性紧急避孕、小儿消化不良、头屑,60.0
肾阳虚证,肾阳虚,100.0
勃起功能障碍 早泄,勃起功能障碍,100.0
肾移植排斥反应,肾移植失败和排斥反应,70.0
糖尿病,高血糖,33.33333333333333
腰椎间盘突出症,腰肌劳损,25.0
关节炎,腰肌劳损,0.0
关节炎,关节冷痛,50.0
慢性胃炎,口苦,0.0
中暑,洗脸,0.0
高血压病、冠心病,高血压病、胸痛、高血压,44.44444444444444
踝部扭伤、胃溃疡,扭伤、胃炎、胃溃疡,71.42857142857143
癫痫,神经官能症,0.0
心功能不全、高血压病,充血性心力衰竭、高血压病,45.45454545454545
慢性肝炎、高血压病,慢性肝炎、高血压病、继发性高血压,57.14285714285714
角膜损伤；皮肤烧伤,干眼症、皮肤创面、烧伤,55.55555555555556
周围神经病变、前列腺增生,排尿困难、周围神经病变、前列腺增生,73.33333333333333
慢性贫血,慢性支气管炎,33.33333333333333
中暑,洗脸,0.0
阳萎,阳萎病,66.66666666666666
冠心病,胸痛,0.0
低钾血症,窦性心律不齐,0.0
干燥综合征，结膜炎,干燥综合征,100.0
脑出血,脑血管病,50.0
高尿酸血症,痛风，尿酸高，时常发作,33.33333333333333
糖尿病、周围神经病变,高血糖、周围神经病变,88.88888888888889
干眼症,干眼综合征,40.0
前列腺增生,排尿困难,0.0
冠心病,胸痛,0.0
高脂血症,高血脂,66.66666666666666
局部麻醉 ,局部麻醉、皮肤类,57.14285714285714
高脂血症,高血脂,66.66666666666666
外伤,雀斑,0.0
外阴白色病变,外阴白斑,75.0
糖尿病、,糖尿病、高血糖,50.0
脑动脉硬,脑血栓,33.33333333333333
尿频病、肾虚证、,尿频病、肾虚证、补肾,75.0
脑血栓,脑梗死,33.33333333333333
肺脓肿,滋阴润肺,25.0
多发性抽动症,多动性障碍,40.0
食欲减,食欲缺乏,50.0
肝气不,胃炎,0.0
抑,早泄,0.0
感冒,测试数据测试数据,0.0
气阴两虚,测试数据测试数据,0.0
高,痛经,0.0
肾虚证，局部麻醉,尿频病、肾阳不足证、肾虚证,27.27272727272727
烧伤,本身有糖尿病，伤口愈合慢,9.090909090909092
冠心病,窦性心律不齐,16.666666666666664
脑梗塞,头后面响,0.0
扁桃体炎,咽炎,50.0
月经不调,调理,50.0
高血压病,心绞痛,0.0
糖尿病,高血糖,33.33333333333333
肾虚,感冒,0.0
冠心病胃溃疡,心肌炎、胃溃疡,66.66666666666666
冠心病,胸痛,0.0
手癣,甲癣,50.0
脑梗塞,脑血管病,25.0
脑梗塞,脑血管病,25.0
肺癌,肺转移性肿瘤,16.666666666666664
肺癌,肺转移性肿瘤,16.666666666666664
肺癌,气管肿瘤、肺转移性肿瘤,10.0
乳腺增生,乳腺纤维囊性增生,50.0
高血压病,高血压,100.0
放化疗术后,康复辅助用药,0.0
甲状腺功能减退,手术后甲状腺功能减退,70.0
消化不良,胃肠功能紊乱,0.0
脑出血后遗症,脑梗死后遗症,66.66666666666666
痛风,高尿酸,0.0
眼睑炎,脸上挤豆豆后消炎,12.5
前列腺增生,排尿困难,0.0
失眠,脾胃虚弱,0.0
抑郁症,社交恐惧症,20.0
痛风,高尿酸,0.0
宫颈炎,HPV感染,0.0
阴道炎,泌尿道感染,20.0
哮喘,阻塞性肺气肿,0.0
手足麻木,风湿性关节炎,0.0
宫颈炎,腹痛,0.0
毛囊炎,皮炎/湿疹/脚气,16.666666666666664
角膜炎,角膜炎、细菌性角膜炎,33.33333333333333
过敏性鼻炎,荨麻疹,0.0
痔疮,肛门胀,0.0
肠炎,痢疾,0.0
干眼症,干燥综合征,20.0
勃起功能障碍,阳痿,0.0
反流性食管炎,慢性胃炎,50.0
脑梗死,脑血管病,25.0
高血压病，高血脂，周围神经病变,高血压病,100.0
高血压病，高血脂，周围神经病变，脑血管后遗症,高血压病，高血脂，周围神经病变,100.0
高血压病，高血脂，周围神经病变，脑血管后遗症，结肠炎,高血压病，高血脂，周围神经病变，脑血管后遗症,100.0
糖尿病,高血糖,33.33333333333333
慢性乙肝,酒精肝,33.33333333333333
慢性支气管炎,肺气肿,33.33333333333333
消化不良,便秘,0.0
前列腺炎,前列腺增生,60.0
2型糖尿病、高脂血症、高血压病,2型糖尿病、高脂血症、窦性心律不齐、高血压病,68.42105263157895
骨关节炎,心脑血管病,0.0
风湿性关节炎,风湿疼,66.66666666666666
高脂血症、脑梗塞,高脂血症、脑血管病,62.5
